carrierid	component	quantity	timeatfirstload	maxtotaltime	previouspauses	aux2	package	phs_nom_height
004256	DDXX_1587	300	2023-12-21 10:20:49.645447	3	0	2.6000000000000000	MXL1105L	2600
004257	DDXX_1587	300	2023-12-21 10:21:35.017518	3	0	2.6000000000000000	MXL1105L	2600
000796	DARA_1422	2	2023-01-31 11:06:42.653819	7	0	0.78000000000000000000	QFN12-3X3	780
004093	DASP_1185	92	2023-12-12 10:01:13.292913	7	64.1962841642245	2.5000000000000000	BGA25-5x5-2.5	2500
002188	DXXX_0944	22	2023-04-03 09:36:11.509146	7	435.889471515451	1.6000000000000000	BGA256-17x17-1.0	1600
002514	DARA_0749	100	2023-05-22 10:16:03.103161	7	0	0.78000000000000000000	QFN12-3X3	780
005660	VTAF_0214	17	2024-09-10 11:11:22.821245	7	0	2.1500000000000000	TO-270-2_REF	2150
003505	DASP_1692	28	2023-09-19 08:28:56.167152	365	17.3624510653356	0.78000000000000000000	QFN12-3X2-simetric	780
001266	DDAT_1466	4	2023-02-13 13:18:34.895994	7	114.083436346759	0.75000000000000000000	WSON_8X6	750
005566	DASP_1739	40	2024-08-20 12:02:45.849964	7	0.000214518206018519	2.0000000000000000	QFN11-3.6X4.5_REF	2000
003899	DAKO_1651	15	2023-10-25 15:44:05.249585	365	236.02167001566	1.00000000000000000000	SOT-353	1000
002538	DDAT_1671	50	2023-05-26 09:13:35.051652	7	0	1.1000000000000000	BGA96-14x8-0.8	1100
004258	DDXX_1587	300	2023-12-21 10:22:09.355455	3	0	2.6000000000000000	MXL1105L	2600
002821	DDPR_1155	240	2023-06-28 08:34:43.923677	7	0	1.4000000000000000	LQFP144-0.50	1400
002053	DXXX_1189	12	2023-03-23 11:01:41.533324	0	454.279498929988	0.90000000000000000000	QFN32-5X5	900
001662	DXXX_1333	170	2023-02-27 10:37:23.935407	7	3.27818536275463	1.1000000000000000	TSSOP20	1100
004259	DDXX_1587	300	2023-12-21 10:22:39.842385	3	0	2.6000000000000000	MXL1105L	2600
004260	DDXX_1587	300	2023-12-21 10:23:18.00163	3	0	2.6000000000000000	MXL1105L	2600
001506	DARA_1241	2	2023-02-21 13:10:44.961462	7	28.0923481020833	0.90000000000000000000	QFN24-5X5	900
001328	DXXX_1157	189	2023-02-14 13:37:29.111361	3	0	2.6500000000000000	BGA1440-38x38-0.8	2650
001330	DXXX_1157	3	2023-02-14 13:41:29.371771	3	364.853243145012	2.6500000000000000	BGA1440-38x38-0.8	2650
001332	DDPR_1155	120	2023-02-14 13:49:36.306737	7	0	1.4000000000000000	LQFP144-0.50	1400
000236	DARA_1636	2	2023-01-26 11:00:36.18331	7	21.8820560247454	0.90000000000000000000	QPQ4900	900
000240	DASP_1648	15	2023-01-12 11:08:54.209981	365	6.02321434081018	0.90000000000000000000	VQFN	900
005534	DXXX_1758	16	2024-08-12 11:45:02.236906	365	3.01632218548611	1.00000000000000000000	SOT-23_6	1000
000238	DDXX_1644	1	2023-01-11 13:51:47.533527	365	0	0.80000000000000000000	SOT-23F	800
000241	DXXX_1028	20	2023-01-12 11:08:50.446429	365	0	0.80000000000000000000	QFN16-3X3	800
004800	DDXX_0709	12	2024-03-21 08:34:40.951165	7	0	0.95000000000000000000	QFN68-10x10	950
000266	DXXX_1363	220	2023-01-13 13:11:00.925125	7	0	0.80000000000000000000	QFN24-4X4	800
000261	DXXX_0789	182	2023-01-13 12:52:25.612489	7	0	0.80000000000000000000	QFN24-4X4	800
000250	DDXX_1513	8000	2023-01-12 11:21:23.150053	7	0	0.80000000000000000000	HLGA-10L_opt	800
000258	DXXX_0789	574	2023-01-13 12:47:27.777895	7	0	0.80000000000000000000	QFN24-4X4	800
000257	DXXX_0789	12	2023-01-13 12:34:50.318079	7	0	0.80000000000000000000	QFN24-4X4	800
002096	DXXX_0993	100	2023-03-27 14:02:26.144768	7	0	0.80000000000000000000	QFN24-4X4	800
000251	DDXX_1513	8000	2023-01-12 11:22:59.436908	7	0	0.80000000000000000000	HLGA-10L_opt	800
000268	DARA_0474	3	2023-01-13 13:14:32.138207	7	488.930585912812	0.80000000000000000000	QFN24-4X4	800
000252	DDPR_1433	780	2023-01-12 11:44:59.254554	7	7.35560648148148e-05	0.80000000000000000000	QFN48-0.5	800
000260	DXXX_0789	354	2023-01-13 12:51:09.614711	7	0	0.80000000000000000000	QFN24-4X4	800
000265	DXXX_1363	23	2023-01-13 13:10:54.055836	7	0	0.80000000000000000000	QFN24-4X4	800
000262	DXXX_0789	122	2023-01-13 12:53:58.772815	7	0	0.80000000000000000000	QFN24-4X4	800
000248	DDXX_1513	8000	2023-01-12 11:19:00.406455	7	0	0.80000000000000000000	HLGA-10L_opt	800
000267	DXXX_1363	151	2023-01-13 13:12:37.189729	7	0	0.80000000000000000000	QFN24-4X4	800
000269	DARA_0474	260	2023-01-13 13:15:16.835105	7	0	0.80000000000000000000	QFN24-4X4	800
000270	DARA_0474	2	2023-01-13 13:17:10.393755	7	0	0.80000000000000000000	QFN24-4X4	800
003194	DDPM_1530	8	2023-08-08 10:32:13.717162	7	10.1675563118171	2.1500000000000000	BGA676-26x26-H3.0	2150
000292	MAPM_4044	100	2023-01-17 13:17:39.785118	7	0	3.9000000000000000	SKU_REF	3900
000290	MAPM_4044	100	2023-01-17 13:13:24.08923	7	0	3.9000000000000000	SKU_REF	3900
000291	MAPM_4044	100	2023-01-17 13:16:04.665419	7	0	3.9000000000000000	SKU_REF	3900
002097	DXXX_0993	100	2023-03-27 14:03:06.057452	7	0	0.80000000000000000000	QFN24-4X4	800
000294	MAPM_4044	78	2023-01-17 13:19:47.774672	7	0	3.9000000000000000	SKU_REF	3900
000305	DXXX_0676	4	2023-01-17 15:10:30.014742	7	243.929418938518	0.90000000000000000000	QFN32-5X5	900
000300	DXXX_1150	2	2023-01-17 14:57:20.200828	7	28.9016929587037	1.1000000000000000	TSSOP48-0.50-BW:6.1	1100
000306	DXXX_0628	300	2023-01-17 15:12:22.336294	7	0	0.90000000000000000000	QFN32-5X5	900
000297	DXXX_1150	39	2023-01-17 14:50:58.940206	0	0	1.1000000000000000	TSSOP48-0.50-BW:6.1	1100
006158	DAKO_1651	3000	2024-11-13 08:15:36.009304	365	0	1.00000000000000000000	SOT-353	1000
000322	DDPR_1433	540	2023-01-17 15:33:51.334661	7	0	0.80000000000000000000	QFN48-0.5	800
000324	DDAT_1163	2500	2023-01-17 15:47:05.949617	7	0	1.5500000000000000	SO8	1550
000323	DDPR_1433	57	2023-01-17 15:34:24.579537	7	0	0.80000000000000000000	QFN48-0.5	800
002515	DARA_0749	100	2023-05-22 10:18:16.598022	7	0	0.78000000000000000000	QFN12-3X3	780
003038	DDIM_0897	13	2023-07-24 10:41:17.504451	7	0	0.90000000000000000000	QFN32-5X5.opt	900
005694	DASP_1668	2488	2024-09-16 16:12:11.434982	365	69.8526374951042	0.80000000000000000000	SOT-23_5_08.opt	800
003037	DDIM_0897	426	2023-07-24 10:40:54.928027	7	253.973901098333	0.90000000000000000000	QFN32-5X5.opt	900
002924	DXXX_1343	63	2023-07-04 10:43:03.355906	0	495.606764740567	0.80000000000000000000	QFN16-3X3	800
006159	DAKO_1651	3000	2024-11-13 08:19:45.443307	365	0	1.00000000000000000000	SOT-353	1000
005895	DAKO_1651	3000	2024-10-15 10:07:47.871975	365	0	1.00000000000000000000	SOT-353	1000
001481	DARA_1488	20	2023-02-21 10:31:21.000578	7	0	0.80000000000000000000	QFN32-0.5	800
002098	DXXX_0993	100	2023-03-27 14:03:35.322467	7	0	0.80000000000000000000	QFN24-4X4	800
002099	DXXX_0993	16	2023-03-27 14:04:02.650366	7	406.260706385139	0.80000000000000000000	QFN24-4X4	800
001371	DAKO_1651	4	2023-02-16 08:51:24.75824	365	0	1.00000000000000000000	SOT-353	1000
006160	DAKO_1651	3000	2024-11-13 08:20:53.306338	365	0	1.00000000000000000000	SOT-353	1000
005897	DAKO_1651	3000	2024-10-15 10:10:26.339664	365	0	1.00000000000000000000	SOT-353	1000
003790	DARA_1241	4	2023-10-16 16:18:54.893821	7	14.1189316565741	0.90000000000000000000	QFN24-5X5	900
001365	DARA_1636	28	2023-02-15 13:24:41.698796	7	5.93543956211806	0.90000000000000000000	QPQ4900	900
001366	DARA_1655	12	2023-02-15 13:36:22.448453	7	0.000452348587962963	1.00000000000000000000	LGA 16.0 x 10.5	1000
000298	DXXX_1150	18	2023-01-17 14:55:08.083566	7	177.982436238391	1.1000000000000000	TSSOP48-0.50-BW:6.1	1100
000256	DASP_1647	10	2024-04-23 08:14:42.975139	365	0	0.75000000000000000000	DFN12D-3x3-REF	750
005898	DAKO_1651	3000	2024-10-15 10:10:57.245921	365	0	1.00000000000000000000	SOT-353	1000
001378	DARA_1637	14	2023-02-16 09:11:32.524844	7	5.11069448364583	1.00000000000000000000	QFN20-4X4	1000
001374	DDAT_1658	12	2023-02-16 09:00:54.235262	7	0	0.80000000000000000000	QFN8-4X4	800
001395	OPOP_2716	4	2023-02-16 13:12:42.212675	7	255.401494045949	0.78000000000000000000	QFN16-3X3_REF	780
004261	DDXX_1587	300	2023-12-21 10:23:46.376581	3	0	2.6000000000000000	MXL1105L	2600
002103	DARA_0960	100	2023-03-27 14:06:33.307371	7	0	0.90000000000000000000	QFN32-5X5.meh	900
005900	DASP_1668	3000	2024-10-15 10:15:05.643284	365	0	0.80000000000000000000	SOT-23_5_08.opt	800
001712	CPIE_0803	40	2023-03-21 12:59:17.432561	7	393.972295266343	0.60000000000000000000	Trimeris_002	600
006161	DXXX_1300	180	2024-11-13 08:27:31.801894	7	8.71907638888889e-05	0.90000000000000000000	QFN32-5X5	900
003827	CELE_0823	17	2023-10-18 13:11:26.667368	7	84.8079116793171	2.9000000000000000	CTD_melns korp h2.9	2900
003945	DDPR_1699	16	2023-11-03 13:22:48.470569	365	0	1.4000000000000000	LQFP48-0.50	1400
002029	DASP_1265	6	2023-03-20 16:30:01.009558	365	32.6238803350463	1.00000000000000000000	QFN20-4X4	1000
003829	OPGD_0137	17	2023-10-18 13:12:40.70322	7	19.8929764965394	1.3000000000000000	Diode 3.2x2.7	1300
003830	OPGD_0137	35	2023-10-18 13:13:15.340861	7	82.8276119700579	1.3000000000000000	Diode 3.2x2.7	1300
000351	DARA_1242	8	2023-01-18 09:41:07.532618	7	58.4569083969676	0.90000000000000000000	QFN32-5X5.meh	900
002239	DXXX_0575	250	2023-04-11 16:04:08.182187	365	0	1.2000000000000000	SOT-23-5.opt	1200
003423	DXXX_0715	1	2023-09-04 08:48:46.111211	7	14.1955325515162	0.78000000000000000000	QFN12-3X3	780
003832	DASP_1668	9	2023-10-18 13:14:32.971192	365	7.85887778981481	0.80000000000000000000	SOT-23_5_08.opt	800
003507	DASP_1185	30	2023-09-19 10:36:12.403023	7	7.19073196013889	2.5000000000000000	BGA25-5x5-2.5	2500
002240	DXXX_0575	250	2023-04-11 16:05:24.813812	365	0	1.2000000000000000	SOT-23-5.opt	1200
000551	DXXX_1344	7	2023-01-20 09:16:49.028712	7	0	0.78000000000000000000	QFN12-3X3_REF	780
001505	DAXX_1048	250	2023-02-21 13:08:36.108153	365	0	0.80000000000000000000	QFN16-3X3.meh	800
002241	DXXX_0575	250	2023-04-11 16:06:01.292559	365	0	1.2000000000000000	SOT-23-5.opt	1200
002024	DAXX_0972	12	2023-03-20 13:59:13.46152	7	0	0.90000000000000000000	QFN32-5X5	900
002517	DARA_0749	100	2023-05-22 10:20:37.153759	7	0	0.78000000000000000000	QFN12-3X3	780
002518	DARA_0749	100	2023-05-22 10:21:22.961118	7	0	0.78000000000000000000	QFN12-3X3	780
000552	DXXX_1344	1	2023-01-20 09:17:56.234507	7	21.1574992700231	0.78000000000000000000	QFN12-3X3_REF	780
000555	DAOP_0421	1	2023-01-20 09:30:29.009746	7	23.9831799314352	1.5500000000000000	SO8	1550
002843	DDXX_1406	40	2023-06-28 10:00:29.410966	3	0	3.3000000000000000	BGA1600-40x40-1.0x	3300
002842	DDXX_1406	56	2023-06-28 09:58:21.140841	3	0	3.3000000000000000	BGA1600-40x40-1.0x	3300
002844	DDXX_1406	168	2023-06-28 10:02:13.426819	3	0	3.3000000000000000	BGA1600-40x40-1.0x	3300
002845	DDXX_1406	136	2023-06-28 10:03:17.768163	3	0	3.3000000000000000	BGA1600-40x40-1.0x	3300
001676	DARA_1281	3	2023-02-28 08:49:21.96398	7	0	0.90000000000000000000	QFN32-5X5	900
004986	DAXX_0972	35	2024-05-10 11:12:47.768144	7	0	0.90000000000000000000	QFN32-5X5	900
001678	DARA_1281	8	2023-02-28 08:51:16.887278	7	216.308010939745	0.90000000000000000000	QFN32-5X5	900
001830	DXXX_1142	3000	2023-03-06 13:29:42.881582	365	5.74113194444444e-05	0.80000000000000000000	QFN24-4X4	800
002242	DXXX_0575	250	2023-04-11 16:08:17.930956	365	0	1.2000000000000000	SOT-23-5.opt	1200
000621	DDPR_0886	250	2023-01-23 15:53:08.667545	7	0	0.85000000000000000000	QFN64-9X9	850
002846	DDXX_1406	9	2023-06-28 10:04:23.894524	3	0	3.3000000000000000	BGA1600-40x40-1.0x	3300
002847	DDXX_1406	4	2023-06-28 10:05:47.637596	3	0	3.3000000000000000	BGA1600-40x40-1.0x	3300
001539	DASP_0603	21	2023-02-22 09:35:55.799017	365	43.9022468735185	0.90000000000000000000	TSSOP08-0.65-BW:3.2	900
000791	DXXX_0715	6	2023-01-31 10:57:54.001421	7	0.000146411666666667	0.78000000000000000000	QFN12-3X3	780
000794	DARA_1422	92	2023-01-31 11:03:00.179183	7	0	0.78000000000000000000	QFN12-3X3	780
000795	DARA_1422	74	2023-01-31 11:04:10.299818	7	0	0.78000000000000000000	QFN12-3X3	780
002848	DDXX_1406	168	2023-06-28 10:06:53.886292	3	0	3.3000000000000000	BGA1600-40x40-1.0x	3300
002849	DDXX_1406	168	2023-06-28 10:07:50.899999	3	0	3.3000000000000000	BGA1600-40x40-1.0x	3300
001690	DDPM_0947	50	2023-02-28 09:16:43.277513	7	15.9211796426736	1.4800000000000000	BGA400-17x17-0.8(d=0.5)	1480
001691	DDPM_0991	40	2023-02-28 09:19:36.824029	7	8.01581901181713	2.4000000000000000	BGA484-22x22-1.0(h=2.4)	2400
001704	DARA_0960	4	2023-04-24 12:11:09.057644	7	27.0436521524769	0.90000000000000000000	QFN32-5X5.meh	900
001688	DARA_1488	59	2023-02-28 09:08:40.612188	7	0	0.80000000000000000000	QFN32-0.5	800
003144	OPGD_0055	22	2023-08-02 09:05:48.769437	7	47.4422735740509	1.00000000000000000000	D0603-04.opt	1000
002376	QKRZ_2718	66	2024-03-20 11:41:37.730403	0	0	1.2000000000000000	DXKV-2 5x3 2-kaj	1200
002547	DASP_1672	15	2023-05-26 11:58:05.351491	365	83.9864625726389	0.90000000000000000000	QFN8-2X2	900
001459	DARA_1240	3	2023-10-31 12:46:32.888197	7	33.7946658406482	1.3500000000000000	QFN16-6x6.meh	1350
002872	DARA_0474	300	2023-06-30 13:29:47.525227	7	0	0.80000000000000000000	QFN24-4X4	800
001693	DDPM_1530	2	2023-02-28 09:22:54.763576	7	171.217758894028	2.1500000000000000	BGA676-26x26-H3.0	2150
001546	DARA_1422	4	2023-04-28 12:13:43.564208	7	147.839707327975	0.78000000000000000000	QFN12-3X3	780
001831	DXXX_1142	3000	2023-03-06 13:30:33.390919	365	0	0.80000000000000000000	QFN24-4X4	800
001832	DXXX_1142	3000	2023-03-06 13:31:18.57222	365	0	0.80000000000000000000	QFN24-4X4	800
002527	DARA_1449	4	2023-05-25 08:31:01.669367	7	278.266955438032	0.80000000000000000000	QFN24-4X4	800
000759	DDPR_1392	120	2023-01-30 15:50:49.346482	7	0	0.55000000000000000000	QFN28-4X4-0.5	550
005808	CUNI_1525	1625	2024-09-30 09:07:43.165563	0	37.1445699993287	1.00000000000000000000	0805-10	1000
000760	DDPR_1392	2820	2023-01-30 15:53:24.026513	7	0	0.55000000000000000000	QFN28-4X4-0.5	550
002546	DDAT_1675	5	2023-05-26 11:48:52.757825	7	90.1022267801968	1.00000000000000000000	BGA153L_H1	1000
000797	DARA_1422	65	2023-01-31 11:07:34.993673	7	0	0.78000000000000000000	QFN12-3X3	780
000802	DDAT_1326	1080	2023-01-31 11:30:53.796471	7	0	1.9700000000000000	SO8-BW:5.4mm_opt	1970
000800	DARA_1472	120	2023-01-31 11:12:09.552399	7	0	3.0000000000000000	QFN50	3000
000801	DARA_1471	120	2023-01-31 11:14:05.605791	7	0	3.0000000000000000	QFN50	3000
000799	DARA_1071	1	2023-03-23 18:55:45.408038	7	0	0.90000000000000000000	QFN24-5X5	900
002871	DDPR_0886	250	2023-06-30 13:29:06.766234	7	0	0.85000000000000000000	QFN64-9X9	850
005668	DARA_1762	4	2024-09-10 11:41:13.928305	7	20.0462654759144	0.80000000000000000000	QFN32-0.5	800
001834	DARA_1190	23	2023-04-04 10:47:53.058304	7	48.0533280004861	0.80000000000000000000	QFN24-4X4	800
000826	DARA_1241	8	2023-01-31 14:28:43.371604	7	26.9012373479745	0.90000000000000000000	QFN24-5X5	900
002227	OPGD_0134	179	2023-04-05 11:56:48.440173	365	0	4.0000000000000000	Diode 4x4mm	4000
003933	OPGD_0054	8	2023-11-16 08:47:00.171862	7	83.1503827946528	1.00000000000000000000	D0603-04.opt	1000
000803	DDAT_1326	999	2023-01-31 11:32:20.275607	365	257.977207430301	1.9700000000000000	SO8-BW:5.4mm_opt	1970
004688	DDAT_0937	114	2024-02-26 08:53:47.795189	7	127.196122721204	0.95000000000000000000	BGA84-8x12.5-0.8	950
001388	DXXX_1142	8	2023-02-16 11:29:47.312495	365	142.581768021377	0.80000000000000000000	QFN24-4X4	800
001696	DAOP_0421	412	2023-02-28 12:33:10.621506	7	50.2729956608333	1.5500000000000000	SO8	1550
000992	DXXX_1189	63	2023-02-10 11:12:28.564414	0	117.535004241366	0.90000000000000000000	QFN32-5X5	900
000828	DARA_0474	7	2023-03-14 11:49:28.27218	7	0.000103058287037037	0.80000000000000000000	QFN24-4X4	800
001333	DDPR_1155	11	2023-02-14 13:50:33.873037	7	497.818046761713	1.4000000000000000	LQFP144-0.50	1400
003697	DAKO_1651	20	2023-10-03 10:44:47.043374	365	14.2384981892361	1.00000000000000000000	SOT-353	1000
003931	DXXX_1698	11	2023-10-31 10:01:28.773137	365	0	1.5500000000000000	SO8	1550
004263	DDXX_1586	100	2023-12-27 11:20:18.430067	3	0	2.7000000000000000	BGA625-23x23-1.27	2700
001721	DDPM_1618	20	2023-03-01 10:57:10.532788	3	320.210412171053	3.3000000000000000	CBGA900-30x30-1.00	3300
004262	DDXX_1586	100	2023-12-27 11:19:12.991065	3	0	2.7000000000000000	BGA625-23x23-1.27	2700
002295	DDPR_1529	172	2023-04-17 10:23:22.730725	365	122.433361062755	0.75000000000000000000	QFN6-3X3.meh	750
004950	DASP_1721	5	2024-04-30 08:53:11.405123	7	0	2.0000000000000000	QFN11-3.6X4.5_REF	2000
002247	DXXX_0575	250	2023-04-11 16:15:49.471114	365	0	1.2000000000000000	SOT-23-5.opt	1200
002248	DXXX_0575	250	2023-04-11 16:16:47.59202	365	0	1.2000000000000000	SOT-23-5.opt	1200
002317	DARA_1242	100	2023-04-21 16:47:16.338316	7	0	0.90000000000000000000	QFN32-5X5.meh	900
004264	DDXX_1586	300	2023-12-27 11:21:56.629088	3	0	2.7000000000000000	BGA625-23x23-1.27	2700
002318	DARA_1242	100	2023-04-21 16:48:25.888926	7	0	0.90000000000000000000	QFN32-5X5.meh	900
002319	DARA_1242	100	2023-04-21 16:49:08.682604	7	0	0.90000000000000000000	QFN32-5X5.meh	900
002249	DXXX_0575	250	2023-04-11 16:18:02.414249	365	0	1.2000000000000000	SOT-23-5.opt	1200
006100	DASP_1668	3000	2024-11-08 08:19:45.314383	365	0	0.80000000000000000000	SOT-23_5_08.opt	800
004951	RTER_0159	30	2024-04-30 08:54:20.371038	28	15.0475819741204	0.70000000000000000000	1206-07	700
002320	DARA_1242	100	2023-04-21 16:49:52.057757	7	0	0.90000000000000000000	QFN32-5X5.meh	900
002250	DXXX_0575	250	2023-04-11 16:19:12.702436	365	0	1.2000000000000000	SOT-23-5.opt	1200
002251	DXXX_0575	250	2023-04-11 16:19:52.717328	365	0	1.2000000000000000	SOT-23-5.opt	1200
002031	DXXX_0912	123	2023-03-22 09:52:20.835484	7	0.00355363136574074	2.5000000000000000	SO18	2500
004820	RTER_0159	5	2024-04-02 12:34:17.2559	28	15.9050433445949	0.70000000000000000000	1206-07	700
003703	DASP_1668	20	2023-10-03 10:54:27.681738	365	15.0721235172569	0.80000000000000000000	SOT-23_5_08.opt	800
002252	DXXX_0575	250	2023-04-11 16:20:45.407695	365	0	1.2000000000000000	SOT-23-5.opt	1200
003983	DARA_0474	39	2023-11-07 09:28:52.726239	7	206.290909404688	0.80000000000000000000	QFN24-4X4	800
001125	DXXX_1148	33	2023-02-08 08:49:27.675208	365	23.0124083531829	0.85000000000000000000	QFN64-9X9	850
